"id","name","industry","subindustry","address","street","house_nr","postal_code","city","state","country","phone","skype","url","logo","email"
"16642","Transoceanicas, S.A.","Freight Forwarders",NULL,"Av. Reforma 9-55 Zona 10, Edificio Reforma 10, Office# 708",NULL,NULL,"1010","Guatemala City",NULL,"Guatemala","+502 23327440",NULL,NULL,NULL,NULL
"16643","VYN Logistics S.A","Freight Forwarders",NULL,"Blvd Los Proceres 24-69 Zona 10, Zona Pradera, Torre I Nivel 18",NULL,NULL,"10","Guatemala",NULL,"Guatemala","23757744",NULL,NULL,NULL,NULL
"16644","Americargo Express S.A.","Freight Forwarders",NULL,"Calzada Atanasio Tzul,22-00 zona 12, Empresarial Cortijo II,Bodega 311",NULL,NULL,".","Guatemala City",NULL,"Guatemala","502-246-7006",NULL,NULL,NULL,NULL
"16645","Transguate Logistics S.A","Freight Forwarders",NULL,"8va. Avenida 3-80 Zona 12 Edificio La Rambla Torre II 4to. Nivel Oficina 4-2,",NULL,NULL,"502","Guatemala",NULL,"Guatemala","4150-7112",NULL,NULL,NULL,NULL
"16646","PERUMAR","Freight Forwarders",NULL,"Av. Benavides 1480, Suite 3C,",NULL,NULL,"Lima 18","Miraflores",NULL,"Lima/ Peru","(511) 444-0101",NULL,NULL,NULL,NULL
"16647","HBC INTERNATIONAL FREIGHT FORWARDERS S.A.C.","Freight Forwarders",NULL,"Av. Venezuela N° 2147 Dpto. 06, Bellavista - Callao - PERÚ,",NULL,NULL,"51","100 000.00",NULL,"Callao","0511-452-3134 / 452-3143",NULL,NULL,NULL,NULL
"16648","OLWEN INTERNATIONAL S.A.C","Freight Forwarders",NULL,"Av. de los Precursores 938, Urb Maranga",NULL,NULL,"LIMA32","San MIguel",NULL,"LIMA","+511-4511777",NULL,NULL,NULL,NULL
"16649","Expert Projects & Logistics Sac","Freight Forwarders",NULL,"r.rodriguez@expert.com.pe,",NULL,NULL,"Lima 18","Miraflores",NULL,"Peru","511-717 3208",NULL,NULL,NULL,NULL
"16650","C&M INTERNATIONAL FREIGHT SAC","Freight Forwarders",NULL,"AV. AREQUIPA 330 OF.802,",NULL,NULL,"LIMA 1","LIMA",NULL,"PERU","3326129",NULL,NULL,NULL,NULL
"16651","RILIS GROUP ROSALES INTERNATIONAL LOGISTICS & INTEGRATED SERVICES S.A.C.","Freight Forwarders",NULL,"Calle 12 Mz O LT 9 Dpto.D Urb. Pedro Cueva Vásquez Ventanilla,",NULL,NULL,"51","Lima",NULL,"lima","51 529 7812",NULL,NULL,NULL,NULL
"16652","Union South International SAC","Freight Forwarders",NULL,"Av. Elmer Faucett 1743,",NULL,NULL,"2","Bellavista, Callao",NULL,"Peru","4525550",NULL,NULL,NULL,NULL
"16653","Logistic Operator","Freight Forwarders",NULL,"Ca. Cosme y Bueno - Bellavista - Callao,",NULL,NULL,"Callao 2","Callao",NULL,"Peru","511-6376569",NULL,NULL,NULL,NULL
"16654","PLUSPERU CONSORCIO LOGISTICO","Freight Forwarders",NULL,"AV SAN LUIS 2025 OF. 306 SAN BORJA,",NULL,NULL,"LIMA 41","LIMA",NULL,"LIMA","511 346 4500",NULL,NULL,NULL,NULL
"16655","SOUTH AMERICAN CARGO PARTNERS SAC","Freight Forwarders",NULL,"Av. Elmer Foucett 169 of. 205,",NULL,NULL,"Lima 32","Lima",NULL,"Perú","511 94 656 4086",NULL,NULL,NULL,NULL
"16656","LOGISTIC MANAGEMENT & TRANSPORTATION CORP. S. A.","Freight Forwarders",NULL,"Sabana Este, 125 Mts Este Soda Tapia, Casa Canada #35. San José, Costa Rica,",NULL,NULL,"12345","SAN JOSE",NULL,"SAN JOSE","506 22566518",NULL,NULL,,NULL
"16657","MBrothers Logistics","Freight Forwarders",NULL,"San jose , Limon Caldera Santamaria",NULL,NULL,"1000","Tibas",NULL,"San José","50622404584","callto://sabina.rodriguez14",NULL,,NULL
"16658","Laninco S.A.","Freight Forwarders",NULL,"Edificio Kabat 1st Floor, Barrio Cacique",NULL,NULL,"4050","Alajuela",NULL,"Alajuela","+506 2442 5105",NULL,,,NULL
"16659","Inter Moves SG Global","Freight Forwarders",NULL,"La Florida de TIBAS.,",NULL,NULL,NULL,"Tibas",NULL,"San Jose","+506 2241 2147",NULL,NULL,NULL,NULL
"16660","Karry Cargo, S.A.","Freight Forwarders",NULL,"Barrio Mexico, de la bomba Interamericana 100 norte y 200 este, casa esquinera amarilla a la izquierda",NULL,NULL,"739-1005 SJ",NULL,NULL,"San Jose","+506 22038633",NULL,NULL,NULL,NULL
"16661","Antares Carga Aerea Y Maritima, S.A.","Freight Forwarders",NULL,"Costado Norte Plaza Real Cariari,",NULL,NULL,NULL,"Barreal",NULL,"Heredia","+506 2293 1017",NULL,NULL,NULL,NULL
"16662","Seabox Logistics Intl S.A.","Freight Forwarders",NULL,"50 al Sur del Hotel Grano de Oro, B° Don Bosco",NULL,NULL,"222-1009- Fecosa",NULL,NULL,"San Jose","+506 2221-5281",NULL,NULL,NULL,NULL
"16663","ZCN Logistic Service","Freight Forwarders",NULL,"Barrio Lujan,",NULL,NULL,NULL,NULL,NULL,"San Jose","+5062577520",NULL,NULL,NULL,NULL
"16664","Navicon Overseas Costa Rica SA","Freight Forwarders",NULL,"De los Antojitos 200 Oeste, 25 Sur, 75 Oeste, Tibas",NULL,NULL,"222-1009",NULL,NULL,"San Jose","+506-8164658",NULL,NULL,NULL,NULL
"16665","AIMI Logistica,SA","Freight Forwarders",NULL,"800 Mts Oeste Mall Real Cariari, Edificio AIMI",NULL,NULL,"1697-4050","Belen",NULL,"Heredia","+506-2398181",NULL,NULL,NULL,NULL
"16666","CORPORACION SALVADOREÑA DE LOGISTICA, S.A. DE C.V. / CSLOGISTIC","Freight Forwarders",NULL,"Cond. Brisas de San Francisco, San Salvador,",NULL,NULL,"0","San Salvador",NULL,"San Salvador","503 - 2230-6232",NULL,NULL,NULL,NULL
"16667","BFI EL SALVADOR S.A. DE C.V.","Freight Forwarders",NULL,"Lomas de San Francisco,",NULL,NULL,"503","San Salvador",NULL,"San Salvador","50321323913",NULL,NULL,NULL,NULL
"16668","C & L Corporation, S.A. de C.V.","Freight Forwarders",NULL,"Colonia Jardines de Merliot, Calle Ayagualo Casa No. 4M, ,",NULL,NULL,"0","Santa Tecla",NULL,"La Libertad","503- 2278-4005",NULL,NULL,NULL,NULL
"16669","FULL BUSINESS S.A. DE C.V.","Freight Forwarders",NULL,"2° Av. Nort., No. 5-8",NULL,NULL,"503","La Libertad",NULL,"El Salvador","50322294615",NULL,NULL,NULL,NULL
"16670","LOGIX, S.A. DE C.V.","Freight Forwarders",NULL,"Calle a motocross #10 U, San Salvador",NULL,NULL,"00106-8000","San Salvador",NULL,"El Salvador","(503) 2298 1255",NULL,NULL,NULL,NULL
"16671","C & L CORPORATION, S.A DE C.V.","Freight Forwarders",NULL,"Jardines de Merliot, Calle ayagualo No. 4-M Santa Tecla, La Libertad, El Salvador, Bosques de Lourdes 5 etap. Calle Tulum polig. 19 A casa No. 20, La Libertad",NULL,NULL,"503","Santa Tecla",NULL,"La Libertad","503-2278-4005",NULL,NULL,NULL,NULL
"16672","Speed Cargo Systems","Freight Forwarders",NULL,"Cairo-Egypt, Alexandria-Egypt,",NULL,NULL,"11238","Cairo",NULL,"Egypt","002 02 697 1932",NULL,NULL,NULL,NULL
"16673","Delta Logistics Egypt","Freight Forwarders",NULL,"3rd Area, Building 8 flt 3, Sheraton Heliopolis Buildings",NULL,NULL,NULL,"Cairo",NULL,NULL,"+202 2664326",NULL,NULL,NULL,NULL
"16674","El Eman For Int`l Multimodal Transport","Freight Forwarders",NULL,"Port Said,",NULL,NULL,"42211","Port Said",NULL,"Egypt","20101747349",NULL,NULL,NULL,NULL
"16675","Alex. Global Shipping (AGS)","Freight Forwarders",NULL,"8 Kenisset El Debanna Str,",NULL,NULL,NULL,"Alexandria",NULL,NULL,"+2-03-4858969",NULL,NULL,NULL,NULL
"16676","World Cargo System Network","Freight Forwarders",NULL,"3 Industrial Area, 5 Floor, Khan Ka",NULL,NULL,NULL,"Cairo",NULL,NULL,"+2 0123877574",NULL,NULL,NULL,NULL
"16677","Sadat Marine","Freight Forwarders",NULL,"14, Sizostris Street,",NULL,NULL,NULL,"Alexandria",NULL,NULL,"+4843014",NULL,NULL,NULL,NULL
"16678","Golden Line International","Freight Forwarders",NULL,"39, Asmaa Fahmy St, From Alnozha St. Ard Algolf",NULL,NULL,"11361","Cairo",NULL,NULL,"+202 4187016",NULL,NULL,NULL,NULL
"16679","Intermove Egypt","Freight Forwarders",NULL,"9, Tahrir Street, Dokki,",NULL,NULL,"12511","Cairo",NULL,"Egypt","+(20)2 762-0151",NULL,NULL,NULL,NULL
"16680","Egyptair Cargo","Freight Forwarders",NULL,"Cargo Teminal Cairo Int'l A/P,",NULL,NULL,"11321","Cairo",NULL,"Egypt","00202-2674529",NULL,NULL,NULL,NULL
"16681","Horus Air & Sea Transport","Freight Forwarders",NULL,"1 Ahmed Shawky St,",NULL,NULL,"123456","Giza",NULL,"Cairo- Egypt","5702720 - 5708922 - 5716550",NULL,NULL,NULL,NULL
"16682","International Livestock Transport","Freight Forwarders",NULL,"173 SE Lakehurst Drive,",NULL,NULL,"34983","Port St Lucie",NULL,"Florida","3522745481",NULL,NULL,NULL,NULL
"16683","Indo US Express, Inc.","Freight Forwarders",NULL,"P O Box 7304,",NULL,NULL,"11802","Hicksville",NULL,"New York","2124475720",NULL,NULL,NULL,NULL
"16684","TEXAS CARGO INC.","Freight Forwarders",NULL,"P.O. Box 541661,",NULL,NULL,"77254-1661","HOUSTON",NULL,"TEXAS","713-965-0564",NULL,NULL,NULL,NULL
"16685","Expedited World Cargo, Inc.","Freight Forwarders",NULL,"9667 NW 33rd Street,",NULL,NULL,"33172","Miami",NULL,"FL","305.392.5085",NULL,NULL,NULL,NULL
"16686","JBH Worldwide","Freight Forwarders",NULL,"701 Tennent Road,",NULL,NULL,"7726","Manalapan",NULL,"New Jersey","(732) 851-6400",NULL,NULL,NULL,NULL
"16687","Greenline Trade","Freight Forwarders",NULL,"14205 SE 36th St Suite 100,",NULL,NULL,"98006","Bellevue",NULL,"WA","4252424314",NULL,NULL,NULL,NULL
"16688","Five Star Freight System","Freight Forwarders",NULL,"147-46 176th Street,",NULL,NULL,"11434","Jamaica",NULL,"New York","718-553-0488",NULL,NULL,NULL,NULL
"16689","Network FOB","Freight Forwarders",NULL,"6622 Southpoint Drive S., Suite # 210,",NULL,NULL,"32216","Jacksonville",NULL,"FL","(855) 675-5635",NULL,NULL,NULL,NULL
"16690","GreenLine Trade","Freight Forwarders",NULL,"14205 SE 36th St Ste 100,",NULL,NULL,"98006","Bellevue",NULL,"WA","+1 425 242 4314",NULL,NULL,NULL,NULL
"16691","ISC FORWARDERS INC","Freight Forwarders",NULL,"8400 SAN LORENZO,",NULL,NULL,"78045","LAREDO",NULL,"TEXAS","956 7530225",NULL,NULL,NULL,NULL
"16692","Sendex Global Logistics","Freight Forwarders",NULL,"Zona Franca del Eje Cafetero - Buenaventura - Pereira - Manizales - Medellín - Cartagena - Barranquilla,",NULL,NULL,NULL,NULL,NULL,"Bogota","+576 747 99 15",NULL,NULL,NULL,NULL
"16693","King Cargo","Freight Forwarders",NULL,"Av. El Dorado No. 69c-03 Of. 607,",NULL,NULL,"0",NULL,NULL,"Bogota","2108004-2105401",NULL,NULL,NULL,NULL
"16694","Interworld Freight Ltda","Freight Forwarders",NULL,"Calle 18 No 6-56 Piso 4,",NULL,NULL,NULL,NULL,NULL,"Bogota","+57 1 3362600",NULL,NULL,NULL,NULL
"16695","United Cargo De Colombia","Freight Forwarders",NULL,"Carrera 85 No 43 A-06,",NULL,NULL,NULL,NULL,NULL,"Bogota","571 2951650/ 571 2951751",NULL,NULL,NULL,NULL
"16696","Aduacarga International Transport","Freight Forwarders",NULL,"Cra 70 51-08,",NULL,NULL,"1","Bogota",NULL,"Bogota","571 4295811",NULL,NULL,NULL,NULL
"16697","Anker Logistica & Carga","Freight Forwarders",NULL,"Carrera 74a # 52b - 06,",NULL,NULL,"11001000",NULL,NULL,"Bogota","+571 - 7433322",NULL,NULL,NULL,NULL
"16698","COLOMBIA FREIGHT LTD.","Freight Forwarders",NULL,"Dg. 82G No. 79B - 42,",NULL,NULL,"Buenaventura, Cartagena and Barranquilla.",NULL,NULL,"Bogota","+57 1 2521600",NULL,NULL,NULL,NULL
"16699","ALPHA LOGISTICS LTDA.-+","Freight Forwarders",NULL,"Cra 20 No. 39 - 33 Of 305,",NULL,NULL,"51222",NULL,NULL,"Bogota","+57 1 3205291",NULL,NULL,NULL,NULL
"16700","Logistica Total","Freight Forwarders",NULL,"Cra. 73 # 48-46,",NULL,NULL,"0","Bogota",NULL,"Colombia","5714048500",NULL,NULL,NULL,NULL
"16701","GLS SAS","Freight Forwarders",NULL,"Avda El dorado No.103-22,",NULL,NULL,"51222","Bogota",NULL,"Colombia","4135959",NULL,NULL,NULL,NULL
"16702","Shanghai Zenith Shipping Co Ltd","Freight Forwarders",NULL,"Suite A 20/F Sunshine Bldg, No 2000 Pudong Avenue",NULL,NULL,"200135",NULL,NULL,"Shanghai","+86-021-68552500",NULL,NULL,NULL,NULL
"16703","Ningbo Xinyun International Transportation Co.,Ltd","Freight Forwarders",NULL,"1502-1506 Room, Hualian Building, 55# Dongdu Road",NULL,NULL,"315000","Ningbo","Zhejiang","China","+86-574-87093456",NULL,NULL,NULL,NULL
"16704","Everok International Forwarding (Qingdao) Co Ltd","Freight Forwarders",NULL,"Room 1209 Parkson Business International Center, No. 44-60 Zhongshan Road",NULL,NULL,"266001","Qingdao",NULL,"Hebei","+86 (0)532 8667 0786",NULL,NULL,NULL,NULL
"16705","AAA International Logistics Company Ltd","Freight Forwarders",NULL,"No-106, 4th floor, Qiadong Street, Jiangdong, Yiwu",NULL,NULL,"322000","Jiangjin","Zhejiang","China","+86-579-5364527",NULL,NULL,NULL,NULL
"16706","Shenzhen Ouway Shipping Co Ltd","Freight Forwarders",NULL,"Room 3104-3105, Golden Business Center No.2028",NULL,NULL,"518001","Shenzhen",NULL,"Guangdong","+86 755 82157972",NULL,NULL,NULL,NULL
"16707","Shenzhen Suntop Logistics Co Ltd","Freight Forwarders",NULL,"Rm A1318, China Construction Building, Shennan East Road, Luohu District",NULL,NULL,"518000","Shenzhen",NULL,"Guangdong","+86-755-82187641",NULL,NULL,NULL,NULL
"16708","Shenzhen Apex Logistics Co Ltd","Freight Forwarders",NULL,"RM 1702-1706, Oveaseas Friendship Building, 12 Yingchun Road",NULL,NULL,"518001","Shenzhen",NULL,"Guangdong","+86-755-82685861",NULL,NULL,NULL,NULL
"16709","Annex Trading & Services Co Ltd","Freight Forwarders",NULL,"2-5-702, No.138, Huaneng Rd,",NULL,NULL,"250100","Jinan",NULL,"Shandong","+86 131 7302 9949",NULL,NULL,NULL,NULL
"16710","Hangzhou Global Sailing Co Ltd","Freight Forwarders",NULL,"No.669 Wusong Road,Shanghai,China, Room C,2F Shenbei Building",NULL,NULL,"200080",NULL,NULL,"Shanghai","+86-21-63575758",NULL,NULL,NULL,NULL
"16711","Grand Sound International Transportation Co Ltd","Freight Forwarders",NULL,"Room 502, Resource Plaza, No.268 Zhongshan Road (South)",NULL,NULL,"200010",NULL,NULL,"Shanghai","+86-21-51171716",NULL,NULL,NULL,NULL
"16712","A G Logistics","Freight Forwarders",NULL,"100 Alexis Nihon Suite 590,",NULL,NULL,"H4M 2P5","Montreal",NULL,"Quebec","(514) 744-5064",NULL,NULL,NULL,NULL
"16713","GES (Canada) Globe Express Services Ltd.","Freight Forwarders",NULL,"400 Bradwick Drive, Suite 101,",NULL,NULL,"L4K5V9","Concord",NULL,"Ontario","(905) 761- 6431",NULL,NULL,NULL,NULL
"16714","Browman Freight Services Inc.","Freight Forwarders",NULL,"2800 14th Avenue, Suite 101",NULL,NULL,"L3R 0E4","Markham",NULL,"Ontario","+1 905 477-9966",NULL,NULL,NULL,NULL
"16715","Air World Express","Freight Forwarders",NULL,"3245 American Drive,",NULL,NULL,"L4B 1B8","Mississauga",NULL,"Ontario","905-677-2400",NULL,NULL,NULL,NULL
"16716","Overseas Container Forwarding, Inc","Freight Forwarders",NULL,"2415 Columbia Street, 2nd floor",NULL,NULL,"V5Y 3E7","Vancouver",NULL,"British Columbia","604 734 8155",NULL,NULL,NULL,NULL
"16717","Cargopedia Inc.","Freight Forwarders",NULL,"5000 Yonge Street, Suite 1901,",NULL,NULL,"M2N 7E9","Toronto",NULL,"Ontario","+1 416 221 6066",NULL,NULL,NULL,NULL
"16718","Canada Worldwide Services Inc","Freight Forwarders",NULL,"7699 Bath Road,",NULL,NULL,"L4T 3T1","Mississauga",NULL,"Ontario","+1 877-373-9222",NULL,NULL,NULL,NULL
"16719","AP Logistics International Inc.","Freight Forwarders",NULL,"40-70 East Beaver Creek Rd,",NULL,NULL,"L4B 3B2","Richmond Hill",NULL,"Ontario","+1 905-763 2144",NULL,NULL,NULL,NULL
"16720","Cargolink Worldwide","Freight Forwarders",NULL,"5200 Dixie road, Suite 108",NULL,NULL,"L4W1E4","Mississauga",NULL,"ON","9052387575",NULL,NULL,NULL,NULL
"16721","J&J Express Canada","Freight Forwarders",NULL,"58 meadowcrest Lane,",NULL,NULL,"L7A 0V7","Brampton",NULL,"Canada","416-319-6250",NULL,NULL,NULL,NULL
"16722","Master Forwarders Unity","Freight Forwarders",NULL,"MESUDIYE MAH. 5111 SOK. NO:1 KAT 3 D3,",NULL,NULL,"33","MERSIN",NULL,"TURKEY","9.03242E+11",NULL,NULL,NULL,NULL
"16723","Kabucu Cable","Freight Forwarders",NULL,"Bozburun mah.,",NULL,NULL,"20085","Denizli",NULL,"Turkey","9.02584E+11",NULL,NULL,NULL,NULL
"16724","Rizzuto & Co","Freight Forwarders",NULL,"Av. A. M. de Justo 740, 3º ""1"",",NULL,NULL,"C1107AAP",NULL,NULL,"Buenos Aires","+54 11 4334.0033",NULL,NULL,NULL,NULL
"16725","Latin Mundo S.A.","Freight Forwarders",NULL,"25 de Mayo 252 2º Floor - UF 40,",NULL,NULL,"C1002ABF",NULL,NULL,"Capital Federal","+54 011 4331 2156",NULL,NULL,NULL,NULL
"16726","Uniocean Shipping S.A","Freight Forwarders",NULL,"San Martín 686 5th Floor, Cdad. Autónoma de Bs. As.",NULL,NULL,"C1004AAN",NULL,NULL,"Buenos Aires","+54 11 4314 7050",NULL,NULL,NULL,NULL
"16727","All America Freight Services Corp","Freight Forwarders",NULL,"Soface, S.A., Alsina 495 - 3er. Piso",NULL,NULL,"C1087AAE",NULL,NULL,"Buenos Aires","+5411-4334-3030",NULL,NULL,NULL,NULL
"16728","Moniport S.A.","Freight Forwarders",NULL,"Av. Belgrano 1370 - 9th floor,",NULL,NULL,"C1093AAO",NULL,NULL,"Buenos Aires","+54 (11) 4383-4400",NULL,NULL,NULL,NULL
"16729","Comexar Shipping S A","Freight Forwarders",NULL,"Agustín Alvarez 232, Off 3",NULL,NULL,"5500","Mendoza",NULL,"Capital Federal","+54-261-423-1833",NULL,NULL,NULL,NULL
"16730","Triton International S R L","Freight Forwarders",NULL,"Viamonte 464 10th Floor,",NULL,NULL,"C1053ABJ",NULL,NULL,"Buenos Aires","+54-11-43150011",NULL,NULL,NULL,NULL
"16731","MSL CORPORATE (NVOCC)","Freight Forwarders",NULL,"BELGRANO 355 9 FLOOR,",NULL,NULL,NULL,NULL,NULL,"Capital Federal","(5411) 51297000",NULL,NULL,NULL,NULL
"16732","Sietemares Cargas","Freight Forwarders",NULL,"Beruti 3737 4º,",NULL,NULL,NULL,NULL,NULL,"Buenos Aires","+54114831-2301",NULL,NULL,NULL,NULL
"16733","FOB Buenos Aires SRL","Freight Forwarders",NULL,"Belgrano 845, 9th,",NULL,NULL,"1092",NULL,NULL,"Capital Federal","+1 54 11 5219-3460",NULL,NULL,NULL,NULL
"16734","Labbi Freight Agency Limited","Freight Forwarders",NULL,"50, Airport Road Ajao-Estate,",NULL,NULL,NULL,"Lagos",NULL,NULL,"+234-1-8023420877",NULL,NULL,NULL,NULL
"16735","Cenouxs Shipping Services Ltd","Freight Forwarders",NULL,"19, Folawewo Street , Off Allen Ave, Ikeja",NULL,NULL,NULL,"Lagos",NULL,NULL,"+234-84-610674",NULL,NULL,NULL,NULL
"16736","Amara Freights Inc","Freight Forwarders",NULL,"Carre 57,",NULL,NULL,NULL,"Cotonou",NULL,"Benin Republic","234-82 221780",NULL,NULL,NULL,NULL
"16737","PAB ROYAL EXPRESS LIMITED","Freight Forwarders",NULL,"5,OLAIDE TOMORI STREET OFF MEDICAL ROAD IKEJA, FLAT 68,LAS PALMA HOUSE 175,TROYE STREET PRETORIA SA",NULL,NULL,"+234-1","IKEJA",NULL,"LAGOS STATE NIGERIA","+234-8038303511,+234-8038303511",NULL,NULL,NULL,NULL
"16738","Regent Freight Limited","Freight Forwarders",NULL,"6 Ibezim Street, , off Adelabu Street,",NULL,NULL,"1234","Surulere,",NULL,"Lagos","+234-8023213518",NULL,NULL,NULL,NULL
"16739","Beagvs Marine Services Nigeria Limited","Freight Forwarders",NULL,"Suite 246, Royal Exchange Complex, Charity Bus Stop Oshodi, Lagos,",NULL,NULL,"23401","Lagos",NULL,"Nigeria","2348037165155/2348037232210",NULL,NULL,NULL,NULL
"16740","Solution Track Limited","Freight Forwarders",NULL,"110B New Nahco Complex Muritala Muhammed International Airport, 43 Osolo Way Ajao Estate P.O Box 19801 Ikeja General Post Office",NULL,NULL,"+234","Ikeja",NULL,"Lagos","+2341 7633025 ,8023204163",NULL,NULL,NULL,NULL
"16741","Pinnacle Logistics Limited","Freight Forwarders",NULL,"4, Stella Solanke Street , By Stop Over Hotel",NULL,NULL,"2334","Ajao Estate",NULL,"Lagos","23417215850",NULL,NULL,NULL,NULL
"16742","Walrus Limited","Freight Forwarders",NULL,"27 International Airport Road, Isolo",NULL,NULL,"23401","Lagos",NULL,"Nigeria","+234-1-2802080,7250501,8117221",NULL,NULL,NULL,NULL
"16743","Globex Services International","Freight Forwarders",NULL,"Suite 200, Faan Complex, Nahco, M.M. International Airport",NULL,NULL,"2341","Ikeja",NULL,"Lagos","+2348-037-205-634",NULL,NULL,NULL,NULL
"16744","Total Trade Logistics Spa","Freight Forwarders",NULL,"Napoleon 3393, Las Condes",NULL,NULL,"89800","Santiago",NULL,"Chile","+ 56 2 2501 7126",NULL,NULL,NULL,NULL
"16745","SIRO TRANS SPA","Freight Forwarders",NULL,"SERRANO 14 OFICINA 602,",NULL,NULL,"8330098","SANTIAGO",NULL,"SANTIAGO","+56226385980",NULL,NULL,NULL,NULL
"16746","TGL S.A.","Freight Forwarders",NULL,"AV LUIS THAYER OJEDA 166 OFICINA 802, PROVIDENCIA- SANTIAGO,",NULL,NULL,"7739475","SANTIAGO",NULL,"CHILE","5622334143",NULL,NULL,NULL,NULL
"16747","Agencia Embarque Maritimo Tansportes Ltda.","Freight Forwarders",NULL,"Antonio Bellet 77 of 1101,",NULL,NULL,"7500025","Providencia Santiago",NULL,"Chile","22640970",NULL,NULL,NULL,NULL
"16748","Devet Solutions","Freight Forwarders",NULL,"Badajoz 100 of 919,",NULL,NULL,"7560908","Santiago",NULL,"Chile","+56 2 22127412",NULL,NULL,NULL,NULL
"16749","F&E CARGO EXPRESS","Freight Forwarders",NULL,"Francisco Zelada 263,",NULL,NULL,"9170131","SANTIAGO",NULL,"CHILE","(56 2) 2 779 8013",NULL,NULL,NULL,NULL
"16750","Vit Logistica Chile","Freight Forwarders",NULL,"Badajoz 100, of 906, Las Condes",NULL,NULL,"7560908","Santiago",NULL,"Chile","5629516125",NULL,NULL,NULL,NULL
"16751","Logistics Cargo","Freight Forwarders",NULL,"Blanco Encalada 840 office 406,",NULL,NULL,"2661332","San Antonio",NULL,"Chile","56-35-233073",NULL,NULL,NULL,NULL
"16752","TRANSPORTES GEO POUL LTDA.","Freight Forwarders",NULL,"VILLASANA 1398 OF. A - QTA NORMAL,",NULL,NULL,"8500000","SANTIAGO",NULL,"CHILE","+56 2 7869946",NULL,NULL,NULL,NULL
"16753","MAGALLANES FORWARDER CHILE S.A.","Freight Forwarders",NULL,"AHUMADA 312 OFF. 228,",NULL,NULL,"8320185","SANTIAGO",NULL,"SANTIAGO","(56-2) 6729460",NULL,NULL,NULL,NULL
"16754","Eurocaribe Shipping Services Limited","Freight Forwarders",NULL,"14 Fort Street,",NULL,NULL,NULL,"Belize City",NULL,"Belize","+ 501 224-5286",NULL,NULL,NULL,NULL
"16755","Wen-Parker Logistics (I) Pvt.Ltd","Freight Forwarders",NULL,"L-9 Surinder Singh Building, Mahipalpur,",NULL,NULL,"110037","New Delhi",NULL,"Delhi","+9126781501",NULL,NULL,NULL,NULL
"16756","Marine Logistics","Freight Forwarders",NULL,"12 Irla Shopping Centre, Opp.Alfa, Vile Parle(W),",NULL,NULL,"400056","Mumbai",NULL,"Maharashtra","+91 22 2670 4662",NULL,NULL,NULL,NULL
"16757","Oceanways International Logistics","Freight Forwarders",NULL,"# 34 Linghi Chetty Street, 1st Floor",NULL,NULL,"600001","Chennai",NULL,"Tamil Nadu","+ 91 44 25272295",NULL,NULL,NULL,NULL
"16758","A.U.M. Logistics (India) Pvt Ltd","Freight Forwarders",NULL,"A-161, Second Floor, Road # 4, Mahipal Pur Extn",NULL,NULL,"110037","New Delhi",NULL,"Delhi","+91 11 26788931",NULL,NULL,NULL,NULL
"16759","Allied Consolidation Services (India)","Freight Forwarders",NULL,"105, Oriental House, Yusuf Sarai Office Complex",NULL,NULL,"110049","Delhi",NULL,"Delhi","+9111 26565698",NULL,NULL,NULL,NULL
"16760","Lasco Shipping Co. Pvt. Ltd.","Freight Forwarders",NULL,"R-23,lg-8 Nehru Enclave,",NULL,NULL,"110019","New Delhi-110019",NULL,"Delhi","+91 11 26418997,26471620",NULL,NULL,NULL,NULL
